Date,Open,High,Low,Close,Adj Close,Volume
2021-03-19,709.000000,729.349976,703.500000,726.250000,726.250000,20377672
2021-03-22,719.000000,730.000000,709.299988,716.200012,716.200012,14802230
2021-03-23,718.000000,739.500000,714.099976,730.549988,730.549988,15949688
2021-03-24,723.250000,725.000000,703.299988,706.400024,706.400024,14379147
2021-03-25,709.500000,710.900024,680.000000,694.599976,694.599976,21179280
2021-03-26,707.000000,707.000000,693.150024,698.200012,698.200012,13143312
2021-03-30,705.000000,713.299988,691.000000,695.349976,695.349976,25965218
2021-03-31,696.000000,703.549988,692.099976,697.450012,697.450012,14924620
2021-04-01,706.299988,717.000000,695.549988,713.000000,713.000000,13090326
2021-04-05,707.200012,708.450012,677.450012,685.250000,685.250000,16239521
2021-04-06,690.099976,693.500000,675.500000,677.900024,677.900024,12062011
2021-04-07,680.500000,691.900024,668.400024,688.250000,688.250000,14433515
2021-04-08,691.500000,695.500000,679.349976,681.599976,681.599976,9026398
2021-04-09,679.299988,686.799988,667.000000,668.200012,668.200012,12509114
2021-04-12,651.000000,655.000000,626.650024,635.599976,635.599976,14649541
2021-04-13,635.599976,664.849976,630.000000,661.000000,661.000000,12737650
2021-04-15,666.450012,671.349976,652.299988,668.849976,668.849976,15195951
2021-04-16,668.650024,675.250000,662.349976,669.200012,669.200012,12242522
2021-04-19,650.000000,655.299988,631.000000,648.150024,648.150024,17292072
2021-04-20,656.000000,662.000000,643.000000,651.750000,651.750000,12296248
2021-04-22,641.000000,660.950012,634.400024,658.700012,658.700012,19385102
2021-04-23,656.000000,677.500000,650.900024,671.349976,671.349976,19167768
2021-04-26,694.000000,703.799988,684.500000,700.450012,700.450012,21646184
2021-04-27,691.099976,703.900024,684.099976,699.549988,699.549988,46559967
2021-04-28,708.000000,712.500000,688.150024,708.150024,708.150024,54060587
2021-04-29,712.000000,726.900024,707.000000,719.400024,719.400024,25939327
2021-04-30,705.000000,729.849976,705.000000,714.900024,714.900024,23011654
2021-05-03,706.000000,708.000000,692.099976,702.750000,702.750000,13752878
2021-05-04,704.000000,718.650024,698.099976,700.349976,700.349976,11980155
2021-05-05,709.000000,719.049988,700.000000,717.200012,717.200012,11155033
2021-05-06,718.000000,722.849976,710.250000,715.750000,715.750000,9484934
2021-05-07,721.000000,726.900024,714.000000,716.750000,716.750000,7131970
2021-05-10,723.500000,725.000000,714.000000,715.250000,715.250000,7980462
2021-05-11,704.799988,713.700012,703.000000,707.349976,707.349976,12736700
2021-05-12,704.000000,705.750000,689.049988,691.299988,691.299988,10856584
2021-05-14,695.000000,698.599976,681.400024,685.000000,685.000000,9377968
2021-05-17,691.500000,710.299988,684.400024,709.250000,709.250000,12099197
2021-05-18,720.000000,726.000000,708.500000,711.650024,711.650024,19519055
2021-05-19,704.000000,723.700012,702.200012,716.799988,716.799988,20244016
2021-05-20,708.599976,714.400024,704.549988,705.900024,705.900024,18840413
2021-05-21,707.000000,733.400024,707.000000,730.900024,730.900024,15883692
2021-05-24,730.400024,747.500000,726.750000,741.150024,741.150024,15716900
2021-05-25,744.400024,745.000000,725.849976,731.549988,731.549988,11344261
2021-05-26,738.000000,741.400024,729.500000,735.099976,735.099976,9081086
2021-05-27,737.200012,753.849976,731.000000,750.349976,750.349976,23040846
2021-05-28,752.599976,759.700012,738.500000,739.849976,739.849976,17149692
2021-05-31,737.900024,753.000000,734.000000,750.700012,750.700012,9275086
2021-06-01,753.549988,754.000000,741.150024,745.150024,745.150024,6660243
2021-06-02,744.799988,745.299988,734.200012,737.000000,737.000000,9973043
2021-06-03,743.000000,752.250000,739.000000,750.650024,750.650024,8170508
2021-06-04,751.000000,759.900024,740.099976,742.049988,742.049988,10336011
2021-06-07,743.099976,753.950012,741.500000,751.099976,751.099976,6986728
2021-06-08,751.000000,751.099976,739.500000,746.349976,746.349976,6426815
2021-06-09,746.000000,751.250000,730.150024,736.750000,736.750000,8004726
2021-06-10,739.450012,745.349976,732.900024,744.250000,744.250000,7795125
2021-06-11,746.250000,746.250000,737.000000,738.450012,738.450012,4840759
2021-06-14,735.900024,741.400024,725.000000,736.250000,736.250000,5190670
2021-06-15,736.000000,752.000000,732.000000,750.900024,750.900024,9686490
2021-06-16,748.799988,756.849976,746.250000,749.799988,749.799988,8614096
2021-06-17,741.950012,745.400024,736.000000,738.599976,738.599976,6674329
2021-06-18,742.150024,743.200012,722.250000,736.299988,736.299988,8143792
2021-06-21,725.000000,740.900024,720.500000,739.549988,739.549988,6464497
2021-06-22,743.200012,749.000000,737.049988,739.349976,739.349976,6727233
2021-06-23,743.200012,743.750000,730.799988,732.349976,732.349976,6154147
2021-06-24,735.900024,742.950012,731.099976,739.150024,739.150024,5313822
2021-06-25,737.549988,765.950012,737.549988,761.349976,761.349976,11170037
2021-06-28,764.549988,769.599976,757.750000,762.400024,762.400024,7672743
2021-06-29,761.000000,763.549988,750.049988,751.950012,751.950012,7500655
2021-06-30,752.500000,760.500000,746.549988,748.299988,748.299988,5459970
2021-07-01,750.000000,754.400024,744.500000,746.450012,746.450012,5695690
2021-07-02,747.599976,752.849976,744.000000,750.650024,750.650024,3557647
2021-07-05,757.099976,762.000000,753.400024,760.349976,760.349976,4680089
2021-07-06,757.000000,767.000000,755.200012,758.349976,758.349976,5529485
2021-07-07,755.900024,764.000000,752.250000,762.900024,762.900024,3573368
2021-07-08,760.000000,767.150024,751.700012,754.400024,754.400024,4188267
