Date,Open,High,Low,Close,Adj Close,Volume
2021-01-11,35.799999,35.799999,34.549999,34.900002,34.900002,76603154
2021-01-12,34.700001,36.950001,34.299999,36.500000,36.500000,183664727
2021-01-13,37.000000,37.200001,35.250000,36.599998,36.599998,227452083
2021-01-14,36.750000,37.799999,36.400002,37.000000,37.000000,184172283
2021-01-15,37.000000,37.500000,35.500000,35.950001,35.950001,142841953
2021-01-18,36.000000,36.549999,35.099998,35.450001,35.450001,113003034
2021-01-19,35.950001,36.750000,35.500000,36.500000,36.500000,109008869
2021-01-20,36.750000,37.299999,36.299999,36.950001,36.950001,132227405
2021-01-21,37.099998,37.400002,35.250000,35.650002,35.650002,126279607
2021-01-22,35.799999,36.049999,34.200001,34.549999,34.549999,133649890
2021-01-25,35.000000,35.099998,33.500000,34.150002,34.150002,83484252
2021-01-27,34.099998,34.250000,33.049999,33.349998,33.349998,69780206
2021-01-28,33.000000,33.099998,31.900000,32.549999,32.549999,130283571
2021-01-29,33.000000,34.400002,32.500000,33.349998,33.349998,125606644
2021-02-01,33.750000,36.000000,33.099998,35.750000,35.750000,200145354
2021-02-02,36.099998,36.849998,35.549999,36.200001,36.200001,199832087
2021-02-03,36.450001,38.750000,35.700001,38.349998,38.349998,260980002
2021-02-04,38.500000,41.000000,38.000000,40.500000,40.500000,384813812
2021-02-05,41.299999,42.750000,39.700001,40.150002,40.150002,329090924
2021-02-08,40.950001,41.200001,37.750000,38.000000,38.000000,208191094
2021-02-09,38.250000,41.049999,37.349998,39.049999,39.049999,376625747
2021-02-10,38.799999,39.950001,38.650002,39.450001,39.450001,213081321
2021-02-11,39.450001,40.099998,38.599998,38.750000,38.750000,151510830
2021-02-12,39.000000,39.650002,38.400002,38.799999,38.799999,158520381
2021-02-15,39.250000,40.049999,39.000000,39.549999,39.549999,127928424
2021-02-16,40.000000,40.650002,39.099998,39.500000,39.500000,187520683
2021-02-17,39.500000,42.500000,39.299999,41.700001,41.700001,466579666
2021-02-18,42.000000,44.299999,41.799999,43.799999,43.799999,365119300
2021-02-19,44.250000,46.349998,41.200001,42.049999,42.049999,429882183
