Date,Open,High,Low,Close,Adj Close,Volume
2021-01-11,288.000000,288.200012,279.600006,282.500000,279.915680,29703173
2021-01-12,280.000000,293.850006,277.899994,292.500000,289.824188,44307145
2021-01-13,296.000000,308.000000,294.500000,306.799988,303.993378,78042133
2021-01-14,306.700012,309.250000,303.799988,307.250000,304.439270,40123498
2021-01-15,306.799988,310.899994,301.299988,303.850006,301.070374,35307601
2021-01-18,303.500000,308.649994,292.200012,294.450012,291.756378,54969750
2021-01-19,297.649994,302.500000,296.399994,298.600006,295.868408,35803901
2021-01-20,298.799988,304.700012,296.850006,302.549988,299.782257,33759304
2021-01-21,304.000000,305.149994,291.500000,294.850006,292.152710,29995203
2021-01-22,295.500000,298.000000,282.399994,283.700012,281.104706,44440810
2021-01-25,284.500000,288.000000,277.049988,280.950012,278.379852,34034630
2021-01-27,280.200012,284.850006,272.700012,275.649994,273.128326,39211107
2021-01-28,271.899994,283.350006,269.500000,282.350006,279.767059,48717297
2021-01-29,285.600006,290.649994,279.100006,282.100006,279.519348,42300984
2021-02-01,285.100006,313.899994,282.750000,310.700012,307.857697,103414068
2021-02-02,315.000000,337.399994,315.000000,333.100006,330.052795,121434166
2021-02-03,333.750000,339.899994,325.799988,335.950012,332.876709,66420168
2021-02-04,334.399994,358.000000,331.100006,355.100006,351.851532,145203439
2021-02-05,387.000000,408.350006,385.149994,393.100006,389.503906,214955688
2021-02-08,398.000000,407.799988,394.750000,397.049988,393.417755,79389205
2021-02-09,396.750000,403.500000,389.000000,394.799988,391.188324,63869990
2021-02-10,394.049988,397.899994,388.000000,392.250000,388.661682,54163507
2021-02-11,391.799988,396.950012,388.250000,390.149994,386.580872,36392708
2021-02-12,391.000000,399.350006,385.549988,393.149994,389.553436,53589755
2021-02-15,397.500000,409.450012,395.700012,406.950012,403.227203,56608937
2021-02-16,412.000000,415.750000,400.299988,402.350006,398.669281,80365431
2021-02-17,403.000000,414.850006,400.149994,411.750000,407.983276,74161370
2021-02-18,425.049988,427.700012,413.700012,415.200012,411.401733,67154539
2021-02-19,415.000000,415.000000,395.000000,399.549988,395.894867,66155518
2021-02-22,400.600006,401.000000,385.649994,389.500000,385.936829,52535049
